id,name_en,name_ar,category,uses,side_effects
791,"Epithro 500mg Tablets","إيبيثرو أقراص 500 مجم",Antibiotics,"تُستخدم إيبيثرو أقراص 500 مجم كمضاد حيوي واسع المجال بتركيبة البنسلين، يُستخدم بفعالية فائقة للقضاء على الالتهابات البكتيرية في الجهاز التنفسي العلوي والسفلي (كالتهاب اللوزتين والجيوب الأنفية والالتهاب الرئوي)، بالإضافة لمعالجة التهابات الأذن والمسالك البولية وعدوى الأسنان.","قد يصاحبه إسهال أو اضطرابات هضمية خفيفة. يجب التوقف فوراً ومراجعة الطبيب إذا ظهر طفح جلدي كثيف أو تورم يشير لحساسية من البنسلين."
792,"Cefobid 1g Vial","سيفوبيد فيال 1 جرام",Antibiotics,"تُستخدم سيفوبيد فيال 1 جرام كمضاد حيوي واسع المجال بتركيبة البنسلين، يُستخدم بفعالية فائقة للقضاء على الالتهابات البكتيرية في الجهاز التنفسي العلوي والسفلي (كالتهاب اللوزتين والجيوب الأنفية والالتهاب الرئوي)، بالإضافة لمعالجة التهابات الأذن والمسالك البولية وعدوى الأسنان.","قد يصاحبه إسهال أو اضطرابات هضمية خفيفة. يجب التوقف فوراً ومراجعة الطبيب إذا ظهر طفح جلدي كثيف أو تورم يشير لحساسية من البنسلين."
793,"Fortum 1g Vial","فورتوم فيال 1 جرام",Antibiotics,"تُستخدم فورتوم فيال 1 جرام كمضاد حيوي واسع المجال بتركيبة البنسلين، يُستخدم بفعالية فائقة للقضاء على الالتهابات البكتيرية في الجهاز التنفسي العلوي والسفلي (كالتهاب اللوزتين والجيوب الأنفية والالتهاب الرئوي)، بالإضافة لمعالجة التهابات الأذن والمسالك البولية وعدوى الأسنان.","قد يصاحبه إسهال أو اضطرابات هضمية خفيفة. يجب التوقف فوراً ومراجعة الطبيب إذا ظهر طفح جلدي كثيف أو تورم يشير لحساسية من البنسلين."
794,"Cefepime 1g Vial","سيفيبيم فيال 1 جرام",Antibiotics,"تُستخدم سيفيبيم فيال 1 جرام كمضاد حيوي واسع المجال بتركيبة البنسلين، يُستخدم بفعالية فائقة للقضاء على الالتهابات البكتيرية في الجهاز التنفسي العلوي والسفلي (كالتهاب اللوزتين والجيوب الأنفية والالتهاب الرئوي)، بالإضافة لمعالجة التهابات الأذن والمسالك البولية وعدوى الأسنان.","قد يصاحبه إسهال أو اضطرابات هضمية خفيفة. يجب التوقف فوراً ومراجعة الطبيب إذا ظهر طفح جلدي كثيف أو تورم يشير لحساسية من البنسلين."
795,"Tazocin 4.5g Vial","تازوسين فيال 4.5 جرام",Antibiotics,"تُستخدم تازوسين فيال 4.5 جرام كمضاد حيوي واسع المجال بتركيبة البنسلين، يُستخدم بفعالية فائقة للقضاء على الالتهابات البكتيرية في الجهاز التنفسي العلوي والسفلي (كالتهاب اللوزتين والجيوب الأنفية والالتهاب الرئوي)، بالإضافة لمعالجة التهابات الأذن والمسالك البولية وعدوى الأسنان.","قد يصاحبه إسهال أو اضطرابات هضمية خفيفة. يجب التوقف فوراً ومراجعة الطبيب إذا ظهر طفح جلدي كثيف أو تورم يشير لحساسية من البنسلين."
796,"Micardis 40mg Tablets","ميكارديس أقراص 40 مجم","Heart & BP","تُستخدم ميكارديس أقراص 40 مجم كموسع للشرايين ومخفض لضغط الدم يحمي عضلة القلب والكلى بمرور الوقت من الأضرار العنيفة لضغط الدم المرتفع ويقي المرضى من المضاعفات المستقبلية.","عائلة (ACE) كالزستريل كابوتين قد تصاحبها كأثر جانبي كحة وسعال جاف مزعج جداً تتطلب وقف الدواء بأمر الطبيب، بالإضافة لدوار عابر ملحوظ."
797,"Micardis Plus 80/12.5mg Tablets","ميكارديس بلس أقراص","Heart & BP","تُستخدم ميكارديس بلس أقراص كموسع للشرايين ومخفض لضغط الدم يحمي عضلة القلب والكلى بمرور الوقت من الأضرار العنيفة لضغط الدم المرتفع ويقي المرضى من المضاعفات المستقبلية.","عائلة (ACE) كالزستريل كابوتين قد تصاحبها كأثر جانبي كحة وسعال جاف مزعج جداً تتطلب وقف الدواء بأمر الطبيب، بالإضافة لدوار عابر ملحوظ."
798,"Exforge 5/160mg Tablets","إكسفورج أقراص","Heart & BP","تُستخدم إكسفورج أقراص كعلاج مفصلي لمرضى الضغط المرتفع يعمل كمرخي للأوعية الدموية المتشنجة لتسمح بسهولة تدفق وسريان الدم للقلب وبقية أعضاء الجسم بانسيابية متزنة دون ضغوط.","قد يسبب الاستخدام الدائم تورماً واضحاً جداً في الكاحلين والقدمين واحتباساً للماء تحت الجلد، وصداع الرأس العابر مع احمرار وبريق الوجه."
799,"Twynsta 80/5mg Tablets","توينستا أقراص 80/5 مجم","Heart & BP","تُستخدم توينستا أقراص 80/5 مجم كعلاج مفصلي لمرضى الضغط المرتفع يعمل كمرخي للأوعية الدموية المتشنجة لتسمح بسهولة تدفق وسريان الدم للقلب وبقية أعضاء الجسم بانسيابية متزنة دون ضغوط.","قد يسبب الاستخدام الدائم تورماً واضحاً جداً في الكاحلين والقدمين واحتباساً للماء تحت الجلد، وصداع الرأس العابر مع احمرار وبريق الوجه."
800,"Concor Plus 5/12.5mg Tablets","كونكور بلس أقراص 5/12.5 مجم","Heart & BP","تُستخدم كونكور بلس أقراص 5/12.5 مجم كحاصرات ذكية لمستقبلات بيتا، تعمل بشكل علمي لدعم عضلة القلب، وتقليل عبء الضربات المتسارعة المجهدة، بالإضافة لخفض ضغط الدم المرتفع والوقاية الفعالة من نوبات الذبحات الصدرية.","قد يشعر المريض بنوع من الدوار العابر المستمر وبطء ضربات القلب والشعور ببرودة واضحة في الأطراف، ولا يصلح لمرضى الربو الشديد."
801,"Selectol 200mg Tablets","سيلكتول أقراص 200 مجم","Heart & BP","تُستخدم سيلكتول أقراص 200 مجم كحاصرات ذكية لمستقبلات بيتا، تعمل بشكل علمي لدعم عضلة القلب، وتقليل عبء الضربات المتسارعة المجهدة، بالإضافة لخفض ضغط الدم المرتفع والوقاية الفعالة من نوبات الذبحات الصدرية.","قد يشعر المريض بنوع من الدوار العابر المستمر وبطء ضربات القلب والشعور ببرودة واضحة في الأطراف، ولا يصلح لمرضى الربو الشديد."
802,"Tenormin 50mg Tablets","تينورمين أقراص 50 مجم","Heart & BP","تُستخدم تينورمين أقراص 50 مجم كحاصرات ذكية لمستقبلات بيتا، تعمل بشكل علمي لدعم عضلة القلب، وتقليل عبء الضربات المتسارعة المجهدة، بالإضافة لخفض ضغط الدم المرتفع والوقاية الفعالة من نوبات الذبحات الصدرية.","قد يشعر المريض بنوع من الدوار العابر المستمر وبطء ضربات القلب والشعور ببرودة واضحة في الأطراف، ولا يصلح لمرضى الربو الشديد."
803,"Natrilix SR 1.5mg Tablets","ناتريليكس سي آر أقراص 1.5 مجم","Heart & BP","تُستخدم ناتريليكس سي آر أقراص 1.5 مجم كحاصرات ذكية لمستقبلات بيتا، تعمل بشكل علمي لدعم عضلة القلب، وتقليل عبء الضربات المتسارعة المجهدة، بالإضافة لخفض ضغط الدم المرتفع والوقاية الفعالة من نوبات الذبحات الصدرية.","قد يشعر المريض بنوع من الدوار العابر المستمر وبطء ضربات القلب والشعور ببرودة واضحة في الأطراف، ولا يصلح لمرضى الربو الشديد."
804,"Aldactide Tablets","ألداكتايد أقراص","Heart & BP","تُستخدم ألداكتايد أقراص كحاصرات ذكية لمستقبلات بيتا، تعمل بشكل علمي لدعم عضلة القلب، وتقليل عبء الضربات المتسارعة المجهدة، بالإضافة لخفض ضغط الدم المرتفع والوقاية الفعالة من نوبات الذبحات الصدرية.","قد يشعر المريض بنوع من الدوار العابر المستمر وبطء ضربات القلب والشعور ببرودة واضحة في الأطراف، ولا يصلح لمرضى الربو الشديد."
805,"Cardilol 25mg Tablets","كارديول أقراص 25 مجم","Heart & BP","تُستخدم كارديول أقراص 25 مجم كحاصرات ذكية لمستقبلات بيتا، تعمل بشكل علمي لدعم عضلة القلب، وتقليل عبء الضربات المتسارعة المجهدة، بالإضافة لخفض ضغط الدم المرتفع والوقاية الفعالة من نوبات الذبحات الصدرية.","قد يشعر المريض بنوع من الدوار العابر المستمر وبطء ضربات القلب والشعور ببرودة واضحة في الأطراف، ولا يصلح لمرضى الربو الشديد."
806,"Dilatrend 6.25mg Tablets","ديلاتيند أقراص 6.25 مجم","Heart & BP","تُستخدم ديلاتيند أقراص 6.25 مجم كحاصرات ذكية لمستقبلات بيتا، تعمل بشكل علمي لدعم عضلة القلب، وتقليل عبء الضربات المتسارعة المجهدة، بالإضافة لخفض ضغط الدم المرتفع والوقاية الفعالة من نوبات الذبحات الصدرية.","قد يشعر المريض بنوع من الدوار العابر المستمر وبطء ضربات القلب والشعور ببرودة واضحة في الأطراف، ولا يصلح لمرضى الربو الشديد."
807,"Betaloc Zok 50mg Tablets","بيتالوك زوك أقراص 50 مجم","Heart & BP","تُستخدم بيتالوك زوك أقراص 50 مجم كحاصرات ذكية لمستقبلات بيتا، تعمل بشكل علمي لدعم عضلة القلب، وتقليل عبء الضربات المتسارعة المجهدة، بالإضافة لخفض ضغط الدم المرتفع والوقاية الفعالة من نوبات الذبحات الصدرية.","قد يشعر المريض بنوع من الدوار العابر المستمر وبطء ضربات القلب والشعور ببرودة واضحة في الأطراف، ولا يصلح لمرضى الربو الشديد."
808,"Nitromak Retard 2.5mg Capsules","نيتروماك ريتارد كبسولات","Heart & BP","تُستخدم نيتروماك ريتارد كبسولات كحاصرات ذكية لمستقبلات بيتا، تعمل بشكل علمي لدعم عضلة القلب، وتقليل عبء الضربات المتسارعة المجهدة، بالإضافة لخفض ضغط الدم المرتفع والوقاية الفعالة من نوبات الذبحات الصدرية.","قد يشعر المريض بنوع من الدوار العابر المستمر وبطء ضربات القلب والشعور ببرودة واضحة في الأطراف، ولا يصلح لمرضى الربو الشديد."
809,"Effox 20mg Tablets","إيفوكس أقراص 20 مجم","Heart & BP","تُستخدم إيفوكس أقراص 20 مجم كحاصرات ذكية لمستقبلات بيتا، تعمل بشكل علمي لدعم عضلة القلب، وتقليل عبء الضربات المتسارعة المجهدة، بالإضافة لخفض ضغط الدم المرتفع والوقاية الفعالة من نوبات الذبحات الصدرية.","قد يشعر المريض بنوع من الدوار العابر المستمر وبطء ضربات القلب والشعور ببرودة واضحة في الأطراف، ولا يصلح لمرضى الربو الشديد."
810,"Mono-Mak 40mg Tablets","مونو-ماك أقراص 40 مجم","Heart & BP","تُستخدم مونو-ماك أقراص 40 مجم كحاصرات ذكية لمستقبلات بيتا، تعمل بشكل علمي لدعم عضلة القلب، وتقليل عبء الضربات المتسارعة المجهدة، بالإضافة لخفض ضغط الدم المرتفع والوقاية الفعالة من نوبات الذبحات الصدرية.","قد يشعر المريض بنوع من الدوار العابر المستمر وبطء ضربات القلب والشعور ببرودة واضحة في الأطراف، ولا يصلح لمرضى الربو الشديد."
811,"Angised 0.5mg Sublingual","أنجيسيد أقراص تحت اللسان","Heart & BP","تُستخدم أنجيسيد أقراص تحت اللسان كحاصرات ذكية لمستقبلات بيتا، تعمل بشكل علمي لدعم عضلة القلب، وتقليل عبء الضربات المتسارعة المجهدة، بالإضافة لخفض ضغط الدم المرتفع والوقاية الفعالة من نوبات الذبحات الصدرية.","قد يشعر المريض بنوع من الدوار العابر المستمر وبطء ضربات القلب والشعور ببرودة واضحة في الأطراف، ولا يصلح لمرضى الربو الشديد."
812,"Brilique 90mg Tablets","بريليك أقراص 90 مجم","Heart & BP","تُستخدم بريليك أقراص 90 مجم كحاصرات ذكية لمستقبلات بيتا، تعمل بشكل علمي لدعم عضلة القلب، وتقليل عبء الضربات المتسارعة المجهدة، بالإضافة لخفض ضغط الدم المرتفع والوقاية الفعالة من نوبات الذبحات الصدرية.","قد يشعر المريض بنوع من الدوار العابر المستمر وبطء ضربات القلب والشعور ببرودة واضحة في الأطراف، ولا يصلح لمرضى الربو الشديد."
813,"Ticlid 250mg Tablets","تيكليد أقراص 250 مجم","Heart & BP","تُستخدم تيكليد أقراص 250 مجم كحاصرات ذكية لمستقبلات بيتا، تعمل بشكل علمي لدعم عضلة القلب، وتقليل عبء الضربات المتسارعة المجهدة، بالإضافة لخفض ضغط الدم المرتفع والوقاية الفعالة من نوبات الذبحات الصدرية.","قد يشعر المريض بنوع من الدوار العابر المستمر وبطء ضربات القلب والشعور ببرودة واضحة في الأطراف، ولا يصلح لمرضى الربو الشديد."
814,"Pletal 100mg Tablets","بليتال أقراص 100 مجم","Heart & BP","تُستخدم بليتال أقراص 100 مجم كحاصرات ذكية لمستقبلات بيتا، تعمل بشكل علمي لدعم عضلة القلب، وتقليل عبء الضربات المتسارعة المجهدة، بالإضافة لخفض ضغط الدم المرتفع والوقاية الفعالة من نوبات الذبحات الصدرية.","قد يشعر المريض بنوع من الدوار العابر المستمر وبطء ضربات القلب والشعور ببرودة واضحة في الأطراف، ولا يصلح لمرضى الربو الشديد."
815,"Daflon 500mg Tablets","دافالون أقراص 500 مجم",Vascular,"تُستخدم دافالون أقراص 500 مجم كدواء علاجي متخصص يوصف من قِبل الطبيب المختص بناء على الحالة المرضية السريرية للوصول للمعدل المطلوب للشفاء واستقرار العلامات الحيوية للجسم.","متفاوتة من مريض لآخر حيث يستجيب الجسم للمادة الفعالة إما بانسجام وتسكين للآلام أو بظهور أعراض كالإرهاق العام أو الإضطرابات الهضمية العابرة."
816,"Diosmin 500mg Tablets","ديوسمين أقراص 500 مجم",Vascular,"تُستخدم ديوسمين أقراص 500 مجم كدواء علاجي متخصص يوصف من قِبل الطبيب المختص بناء على الحالة المرضية السريرية للوصول للمعدل المطلوب للشفاء واستقرار العلامات الحيوية للجسم.","متفاوتة من مريض لآخر حيث يستجيب الجسم للمادة الفعالة إما بانسجام وتسكين للآلام أو بظهور أعراض كالإرهاق العام أو الإضطرابات الهضمية العابرة."
817,"Venoruton 300mg Capsules","فينوروتون كبسولات 300 مجم",Vascular,"تُستخدم فينوروتون كبسولات 300 مجم كدواء علاجي متخصص يوصف من قِبل الطبيب المختص بناء على الحالة المرضية السريرية للوصول للمعدل المطلوب للشفاء واستقرار العلامات الحيوية للجسم.","متفاوتة من مريض لآخر حيث يستجيب الجسم للمادة الفعالة إما بانسجام وتسكين للآلام أو بظهور أعراض كالإرهاق العام أو الإضطرابات الهضمية العابرة."
818,"Reparil 40mg Tablets","ريباريل أقراص 40 مجم",Vascular,"تُستخدم ريباريل أقراص 40 مجم كمضاد التهاب ومسكن قوي لآلام العظام الشديدة، الهجمات الروماتيزمية الحادة، هشاشة العظام، وآلام ما بعد العمليات الجراحية الموضعية والكسور.","قد يسبب الاستخدام المطول ألماً في المعدة أو قرحة معدية، وارتفاعاً طفيفاً في ضغط الدم، ولا يُنصح باستخدامه لمرضى القلب دون استشارة طبيب."
819,"Reparil Gel","ريباريل جل",Vascular,"تُستخدم ريباريل جل كمضاد التهاب ومسكن قوي لآلام العظام الشديدة، الهجمات الروماتيزمية الحادة، هشاشة العظام، وآلام ما بعد العمليات الجراحية الموضعية والكسور.","قد يسبب الاستخدام المطول ألماً في المعدة أو قرحة معدية، وارتفاعاً طفيفاً في ضغط الدم، ولا يُنصح باستخدامه لمرضى القلب دون استشارة طبيب."
820,"Hemoclar Cream","هيموكلار كريم",Vascular,"تُستخدم هيموكلار كريم كدواء علاجي متخصص يوصف من قِبل الطبيب المختص بناء على الحالة المرضية السريرية للوصول للمعدل المطلوب للشفاء واستقرار العلامات الحيوية للجسم.","متفاوتة من مريض لآخر حيث يستجيب الجسم للمادة الفعالة إما بانسجام وتسكين للآلام أو بظهور أعراض كالإرهاق العام أو الإضطرابات الهضمية العابرة."
821,"Alpha Kadol Ointment","ألفا كادول مرهم",Vascular,"تُستخدم ألفا كادول مرهم كمسكن قوي وفعال لآلام الهيكل العظمي والمفاصل، وخافض سريع لحرارة الجسم المرتفعة (الحمى). يُستخدم بكفاءة لعلاج الصداع أو الصداع النصفي، آلام الدورة الشهرية لدى النساء، والتهابات الحلق المرافقة لنزلات البرد وتخفيف آلام الأسنان.","يعتبر آمناً جداً عند الاستخدام المعتدل، ولكن الجرعات الزائدة المتكررة قد تسبب إجهاداً شديداً لوظائف الكبد، وفي حالات نادرة قد يحدث طفح جلدي طفيف."
822,"Thrombophob Ointment","ثرومبوفوب مرهم",Vascular,"تُستخدم ثرومبوفوب مرهم كدواء علاجي متخصص يوصف من قِبل الطبيب المختص بناء على الحالة المرضية السريرية للوصول للمعدل المطلوب للشفاء واستقرار العلامات الحيوية للجسم.","متفاوتة من مريض لآخر حيث يستجيب الجسم للمادة الفعالة إما بانسجام وتسكين للآلام أو بظهور أعراض كالإرهاق العام أو الإضطرابات الهضمية العابرة."
823,"Hirudoid Cream","هيرودويد كريم",Vascular,"تُستخدم هيرودويد كريم كدواء علاجي متخصص يوصف من قِبل الطبيب المختص بناء على الحالة المرضية السريرية للوصول للمعدل المطلوب للشفاء واستقرار العلامات الحيوية للجسم.","متفاوتة من مريض لآخر حيث يستجيب الجسم للمادة الفعالة إما بانسجام وتسكين للآلام أو بظهور أعراض كالإرهاق العام أو الإضطرابات الهضمية العابرة."
824,"Actos 15mg Tablets","أكتوس أقراص 15 مجم",Diabetes,"تُستخدم أكتوس أقراص 15 مجم كمنظم حيوي وأساسي لسكر الدم يعمل على زيادة حساسية الجسم للإنسولين وتقليل إنتاج الكبد اللحظي للسكر. يعتبر طوق النجاة الأول عالمياً لمرضى السكري من النوع الثاني.","اضطرابات الجهاز الهضمي المؤقتة هي العرض الأشهر (الإسهال الشديد، ألآم البطن، والانتفاخ)، ويفضل تناوله في وسط الوجبات لتقليل هذا الأثر."
825,"Novonorm 1mg Tablets","نوفونورم أقراص 1 مجم",Diabetes,"تُستخدم نوفونورم أقراص 1 مجم كمحفز قوي للبنكرياس لإنتاج وضخ المزيد من الإنسولين في مجرى الدم للسيطرة المباشرة على مستويات السكر المرتفعة بعد الوجبات لمرضى النوع الثاني.","أكثر أعراضه الجانبية شيوعاً وخطراً هي نوبات هبوط السكر المفاجئ (الدوخة، التعرق، الرعشة) خصوصاً للمريض الذي يهمل وجبته بعد الدواء."
826,"Novonorm 2mg Tablets","نوفونورم أقراص 2 مجم",Diabetes,"تُستخدم نوفونورم أقراص 2 مجم كمحفز قوي للبنكرياس لإنتاج وضخ المزيد من الإنسولين في مجرى الدم للسيطرة المباشرة على مستويات السكر المرتفعة بعد الوجبات لمرضى النوع الثاني.","أكثر أعراضه الجانبية شيوعاً وخطراً هي نوبات هبوط السكر المفاجئ (الدوخة، التعرق، الرعشة) خصوصاً للمريض الذي يهمل وجبته بعد الدواء."
827,"Apidra SoloStar Pen","أبيدرا سولوستار قلم",Diabetes,"تُستخدم أبيدرا سولوستار قلم كعلاج هرموني بديل (أو محفز للبنكرياس) لمرضى السكري من النوع الأول المعتمدين لتنظيم جلوكوز الدم كلياً، ومُساعد قوي للنوع الثاني للتحكم بصعود السكر العنيف.","الصداع الملحوظ، هبوط وتدني مستويات السكر السريعة والتي ترافقها رجفة واختلال في التوازن، وزيادة الوزن المرتبطة بأخذ الإنسولين لمدد طويلة."
828,"Tresiba FlexTouch Pen","تريسيبا فليكستاوتش قلم",Diabetes,"تُستخدم تريسيبا فليكستاوتش قلم كعلاج هرموني بديل (أو محفز للبنكرياس) لمرضى السكري من النوع الأول المعتمدين لتنظيم جلوكوز الدم كلياً، ومُساعد قوي للنوع الثاني للتحكم بصعود السكر العنيف.","الصداع الملحوظ، هبوط وتدني مستويات السكر السريعة والتي ترافقها رجفة واختلال في التوازن، وزيادة الوزن المرتبطة بأخذ الإنسولين لمدد طويلة."
829,"Toujeo SoloStar Pen","توجيو سولوستار قلم",Diabetes,"تُستخدم توجيو سولوستار قلم كعلاج هرموني بديل (أو محفز للبنكرياس) لمرضى السكري من النوع الأول المعتمدين لتنظيم جلوكوز الدم كلياً، ومُساعد قوي للنوع الثاني للتحكم بصعود السكر العنيف.","الصداع الملحوظ، هبوط وتدني مستويات السكر السريعة والتي ترافقها رجفة واختلال في التوازن، وزيادة الوزن المرتبطة بأخذ الإنسولين لمدد طويلة."
830,"Gliclazide 80mg Tablets","جليكلازيد أقراص 80 مجم",Diabetes,"تُستخدم جليكلازيد أقراص 80 مجم كمنظم حيوي وأساسي لسكر الدم يعمل على زيادة حساسية الجسم للإنسولين وتقليل إنتاج الكبد اللحظي للسكر. يعتبر طوق النجاة الأول عالمياً لمرضى السكري من النوع الثاني.","اضطرابات الجهاز الهضمي المؤقتة هي العرض الأشهر (الإسهال الشديد، ألآم البطن، والانتفاخ)، ويفضل تناوله في وسط الوجبات لتقليل هذا الأثر."
831,"Glimaryl 1mg Tablets","جليماريل أقراص 1 مجم",Diabetes,"تُستخدم جليماريل أقراص 1 مجم كمحفز قوي للبنكرياس لإنتاج وضخ المزيد من الإنسولين في مجرى الدم للسيطرة المباشرة على مستويات السكر المرتفعة بعد الوجبات لمرضى النوع الثاني.","أكثر أعراضه الجانبية شيوعاً وخطراً هي نوبات هبوط السكر المفاجئ (الدوخة، التعرق، الرعشة) خصوصاً للمريض الذي يهمل وجبته بعد الدواء."
832,"Glimaryl 3mg Tablets","جليماريل أقراص 3 مجم",Diabetes,"تُستخدم جليماريل أقراص 3 مجم كمحفز قوي للبنكرياس لإنتاج وضخ المزيد من الإنسولين في مجرى الدم للسيطرة المباشرة على مستويات السكر المرتفعة بعد الوجبات لمرضى النوع الثاني.","أكثر أعراضه الجانبية شيوعاً وخطراً هي نوبات هبوط السكر المفاجئ (الدوخة، التعرق، الرعشة) خصوصاً للمريض الذي يهمل وجبته بعد الدواء."
833,"Janumet 50/850mg Tablets","جانوميت 50/850 مجم أقراص",Diabetes,"تُستخدم جانوميت 50/850 مجم أقراص كجيل حديث من أدوية السكري يعمل إما على منع تكسر الهرمونات المحفزة للإنسولين أو طرد الجلوكوز الزائد عن طريق البول، مما يحافظ على استقرار السكر ويحمي القلب والكلى.","المجموعة التي تعمل عبر البول (SGLT2) قد تسبب تكرار التبول وزيادة ملحوظة في خطر الإصابة بعدوى المسالك البولية الفطرية المتككرة."
834,"Trajenta 5mg Tablets","تراجينتا أقراص 5 مجم",Diabetes,"تُستخدم تراجينتا أقراص 5 مجم كجيل حديث من أدوية السكري يعمل إما على منع تكسر الهرمونات المحفزة للإنسولين أو طرد الجلوكوز الزائد عن طريق البول، مما يحافظ على استقرار السكر ويحمي القلب والكلى.","المجموعة التي تعمل عبر البول (SGLT2) قد تسبب تكرار التبول وزيادة ملحوظة في خطر الإصابة بعدوى المسالك البولية الفطرية المتككرة."
835,"Onglyza 5mg Tablets","أونجليزا أقراص 5 مجم",Diabetes,"تُستخدم أونجليزا أقراص 5 مجم كمنظم حيوي وأساسي لسكر الدم يعمل على زيادة حساسية الجسم للإنسولين وتقليل إنتاج الكبد اللحظي للسكر. يعتبر طوق النجاة الأول عالمياً لمرضى السكري من النوع الثاني.","اضطرابات الجهاز الهضمي المؤقتة هي العرض الأشهر (الإسهال الشديد، ألآم البطن، والانتفاخ)، ويفضل تناوله في وسط الوجبات لتقليل هذا الأثر."
836,"Eucreas 50/1000mg Tablets","يوكراس 50/1000 مجم أقراص",Diabetes,"تُستخدم يوكراس 50/1000 مجم أقراص كمنظم حيوي وأساسي لسكر الدم يعمل على زيادة حساسية الجسم للإنسولين وتقليل إنتاج الكبد اللحظي للسكر. يعتبر طوق النجاة الأول عالمياً لمرضى السكري من النوع الثاني.","اضطرابات الجهاز الهضمي المؤقتة هي العرض الأشهر (الإسهال الشديد، ألآم البطن، والانتفاخ)، ويفضل تناوله في وسط الوجبات لتقليل هذا الأثر."
837,"Vildagluse 50mg Tablets","فيلداجلوز أقراص 50 مجم",Diabetes,"تُستخدم فيلداجلوز أقراص 50 مجم كمنظم حيوي وأساسي لسكر الدم يعمل على زيادة حساسية الجسم للإنسولين وتقليل إنتاج الكبد اللحظي للسكر. يعتبر طوق النجاة الأول عالمياً لمرضى السكري من النوع الثاني.","اضطرابات الجهاز الهضمي المؤقتة هي العرض الأشهر (الإسهال الشديد، ألآم البطن، والانتفاخ)، ويفضل تناوله في وسط الوجبات لتقليل هذا الأثر."
838,"Nexium 40mg Packets","نيكسيوم أكياس 40 مجم","Stomach & GI","تُستخدم نيكسيوم أكياس 40 مجم كمثبط ذكي لمضخات البروتون لمنع إفراز حمض المعدة بقوة. وهو العلاج الأساسي والممتاز لحرقان فم المعدة، الارتجاع المريئي المتعب، والشفاء الموضعي لقرحة المعدة والإثنا عشر.","الاستعمال القصير غالباً آمن بلا أعراض سوى صداع خفيف أو إمساك. الاستخدام المستمر الطويل قد يقلل من امتصاص الجسم لفيتامين ب١٢ وأملاح الكالسيوم."
839,"Antodine 20mg Tablets","أنتودين أقراص 20 مجم","Stomach & GI","تُستخدم أنتودين أقراص 20 مجم لتخفيف حموضة المعدة الزائدة وعلاج عسر الهضم الحمضي، ويفضل استخدامه قبل وجبات الطعام لتجنب الارتجاع والحرقان المزعج.","آمن جداً وقليل الأعراض الجانبية، قد يسبب صداعاً عابراً أو دواراً بسيطاً لكبار السن."
840,"Antodine 40mg Tablets","أنتودين أقراص 40 مجم","Stomach & GI","تُستخدم أنتودين أقراص 40 مجم لتخفيف حموضة المعدة الزائدة وعلاج عسر الهضم الحمضي، ويفضل استخدامه قبل وجبات الطعام لتجنب الارتجاع والحرقان المزعج.","آمن جداً وقليل الأعراض الجانبية، قد يسبب صداعاً عابراً أو دواراً بسيطاً لكبار السن."
841,"Antodine Ampoules","أنتودين أمبولات","Stomach & GI","تُستخدم أنتودين أمبولات لتخفيف حموضة المعدة الزائدة وعلاج عسر الهضم الحمضي، ويفضل استخدامه قبل وجبات الطعام لتجنب الارتجاع والحرقان المزعج.","آمن جداً وقليل الأعراض الجانبية، قد يسبب صداعاً عابراً أو دواراً بسيطاً لكبار السن."
842,"Famotin 20mg Tablets","فاموتين أقراص 20 مجم","Stomach & GI","تُستخدم فاموتين أقراص 20 مجم لتخفيف حموضة المعدة الزائدة وعلاج عسر الهضم الحمضي، ويفضل استخدامه قبل وجبات الطعام لتجنب الارتجاع والحرقان المزعج.","آمن جداً وقليل الأعراض الجانبية، قد يسبب صداعاً عابراً أو دواراً بسيطاً لكبار السن."
843,"Omepak 20mg Capsules","أوميباك كبسولات 20 مجم","Stomach & GI","تُستخدم أوميباك كبسولات 20 مجم كمثبط ذكي لمضخات البروتون لمنع إفراز حمض المعدة بقوة. وهو العلاج الأساسي والممتاز لحرقان فم المعدة، الارتجاع المريئي المتعب، والشفاء الموضعي لقرحة المعدة والإثنا عشر.","الاستعمال القصير غالباً آمن بلا أعراض سوى صداع خفيف أو إمساك. الاستخدام المستمر الطويل قد يقلل من امتصاص الجسم لفيتامين ب١٢ وأملاح الكالسيوم."
844,"Pepticum 20mg Capsules","بيبتايكم كبسولات 20 مجم","Stomach & GI","تُستخدم بيبتايكم كبسولات 20 مجم كمثبط ذكي لمضخات البروتون لمنع إفراز حمض المعدة بقوة. وهو العلاج الأساسي والممتاز لحرقان فم المعدة، الارتجاع المريئي المتعب، والشفاء الموضعي لقرحة المعدة والإثنا عشر.","الاستعمال القصير غالباً آمن بلا أعراض سوى صداع خفيف أو إمساك. الاستخدام المستمر الطويل قد يقلل من امتصاص الجسم لفيتامين ب١٢ وأملاح الكالسيوم."
845,"Gasec 20mg Capsules","جاسيك كبسولات 20 مجم","Stomach & GI","تُستخدم جاسيك كبسولات 20 مجم كمثبط ذكي لمضخات البروتون لمنع إفراز حمض المعدة بقوة. وهو العلاج الأساسي والممتاز لحرقان فم المعدة، الارتجاع المريئي المتعب، والشفاء الموضعي لقرحة المعدة والإثنا عشر.","الاستعمال القصير غالباً آمن بلا أعراض سوى صداع خفيف أو إمساك. الاستخدام المستمر الطويل قد يقلل من امتصاص الجسم لفيتامين ب١٢ وأملاح الكالسيوم."
